cas_CT1132	TIGR01595	subfamily	708			CRISPR-associated protein, CT1132 family
F420_Rv3520c	TIGR03559	subfamily	703			probable F420-dependent oxidoreductase, Rv3520c family
benz_CoA_lig	TIGR02262	subfamily	0			benzoate-CoA ligase family
cas_csm6	TIGR02672	hypoth_equivalog	708	csm6		CRISPR type III-A/MTUBE-associated protein Csm6
PaaN-DH	TIGR02278	equivalog	0	paaN		phenylacetic acid degradation protein paaN
dxs	TIGR00204	equivalog	162	dxs	2.2.1.7	1-deoxy-D-xylulose-5-phosphate synthase
WbuX	TIGR03573	subfamily	0		6.3.4.-	N-acetyl sugar amidotransferase
flgE_epsilon	TIGR02489	equivalog	0	flgE		flagellar hook protein FlgE
yfcH	TIGR01777	hypoth_equivalog	156			TIGR01777 family protein
phage_P2_V	TIGR01644	subfamily	152			phage baseplate assembly protein V
T7SS_EccC_b	TIGR03925	equivalog_domain	97	eccCb		type VII secretion protein EccCb
dltC	TIGR01688	equivalog	89	dltC	6.1.1.13	D-alanine--poly(phosphoribitol) ligase, subunit 2
SepCysS	TIGR02539	equivalog	0	pscS	2.5.1.73	Sep-tRNA:Cys-tRNA synthase
halo_cynanin	TIGR03102	subfamily_domain	0			halocyanin domain
LolD_lipo_ex	TIGR02211	equivalog	97	lolD		lipoprotein releasing system, ATP-binding protein
HEQRo_perm_3TM	TIGR01726	subfamily_domain	142			amino ABC transporter, permease protein, 3-TM region, His/Glu/Gln/Arg/opine family
VI_chp_2	TIGR03355	hypoth_equivalog	187			type VI secretion protein, EvpB/VC_A0108 family
Nterm_to_SelD	TIGR03169	hypoth_equivalog_domain	0			pyridine nucleotide-disulfide oxidoreductase family protein
LcrE	TIGR02568	equivalog	187			type III secretion regulator YopN/LcrE/InvE/MxiC
2A0109	TIGR00887	equivalog	143			phosphate:H+ symporter
DegV	TIGR00762	domain	157			EDD domain protein, DegV family
CBF5	TIGR00425	hypoth_equivalog	168			putative rRNA pseudouridine synthase
CRISPR_cas5	TIGR02593	subfamily_domain	708	cas5		CRISPR-associated protein Cas5
EF_0832	TIGR03580	hypoth_equivalog	157			conserved hypothetical protein EF_0832/AHA_3913
peroxid_rel	TIGR01926	subfamily	0			uncharacterized peroxidase-related enzyme
DMSO_red_II_cha	TIGR03482	subfamily	0			DMSO reductase family type II enzyme chaperone
TonB-hemlactrns	TIGR01786	subfamily	182			TonB-dependent hemoglobin/transferrin/lactoferrin receptor family protein
yeiP	TIGR02178	hypoth_equivalog	169	yeiP		elongation factor P-like protein YeiP
PTS_IIC_fructo	TIGR01427	subfamily_domain	0			PTS system, Fru family, IIC component
ABC_MoxJ	TIGR03870	equivalog	184	moxJ		methanol oxidation system protein MoxJ
gluc_glyc_Psyn	TIGR02398	equivalog	0	ggpS	2.4.1.213	glucosylglycerol-phosphate synthase
Pse_Me-ase	TIGR03587	hypoth_equivalog	0			pseudaminic acid biosynthesis-associated methylase
dak_ATP	TIGR02361	equivalog	0	dhaK	2.7.1.29	dihydroxyacetone kinase
nqrE	TIGR01940	equivalog	145	nqrE	1.6.5.-	NADH:ubiquinone oxidoreductase, Na(+)-translocating, E subunit
viomycin_VioC	TIGR03946	equivalog	706	vioC	1.14.-.-	arginine beta-hydroxylase, Fe(II)/alpha-ketoglutarate-dependent
sucr_syn_bact_C	TIGR02471	equivalog_domain	0			sucrose phosphate synthase, sucrose phosphatase-like domain
LcrG_PcrG	TIGR02573	equivalog	0			type III secretion protein LcrG
ygfB_yecA	TIGR02292	subfamily	157			yecA family protein
pgm_1	TIGR01258	subfamily	0			phosphoglycerate mutase 1 family
spore_sspJ	TIGR02863	equivalog	705	sspJ		small, acid-soluble spore protein, SspJ family
speA	TIGR01273	equivalog	104	speA	4.1.1.19	arginine decarboxylase
PAPS_reductase	TIGR02057	equivalog	106	cysH	1.8.4.8	phosphoadenosine phosphosulfate reductase
efflux_Bcr_CflA	TIGR00710	subfamily	0			drug resistance transporter, Bcr/CflA subfamily
fadh2_euk	TIGR00677	equivalog	78		1.5.1.20	methylenetetrahydrofolate reductase
acc_sec_asp3	TIGR03711	equivalog	187	asp3		accessory Sec system protein Asp3
AcCoA-C-Actrans	TIGR01930	subfamily	121			acetyl-CoA C-acetyltransferase
non_repeat_PQQ	TIGR03606	subfamily	0			dehydrogenase, PQQ-dependent,  s-GDH family
pcaF	TIGR02430	equivalog	0	pcaF	2.3.1.174	3-oxoadipyl-CoA thiolase
hydA	TIGR00391	superfamily	112			hydrogenase (NiFe) small subunit (hydA)
PRTRC_C	TIGR03738	hypoth_equivalog_domain	0			PRTRC system protein C
pepcterm_CAAX	TIGR03008	hypoth_equivalog	90			CAAX prenyl protease-related protein
PEP_TPR_lipo	TIGR02917	equivalog	0	prsT		putative PEP-CTERM system TPR-repeat lipoprotein
pullul_strch	TIGR02103	subfamily_domain	105	pulA	3.2.1.41	alpha-1,6-glucosidases, pullulanase-type
lycopene_cycl	TIGR01789	equivalog	0	crtY		lycopene cyclase
seco_metab_LLM	TIGR04020	subfamily_domain	0		1.-.-.-	natural product biosynthesis luciferase-like monooxygenase domain
Ubi-OHases	TIGR01988	subfamily	81		1.14.13.-	ubiquinone biosynthesis hydroxylase, UbiH/UbiF/VisC/COQ6 family
lanti_2_LanM	TIGR03897	subfamily	94	lanM		type 2 lantibiotic biosynthesis protein LanM
Fb_sc_TIGR02172	TIGR02172	paralog	0			Fibrobacter succinogenes paralogous family TIGR02172
cysK	TIGR01139	equivalog	75	cysK	2.5.1.47	cysteine synthase A
spore_sigF	TIGR02885	equivalog	705	sigF		RNA polymerase sigma-F factor
QEGLA	TIGR02421	hypoth_equivalog	0			conserved hypothetical protein
leuA_bact	TIGR00973	equivalog	74	leuA	2.3.3.13	2-isopropylmalate synthase
precor6x_red	TIGR00715	equivalog	79	cobK	1.3.1.54	precorrin-6x reductase
cas_csf1	TIGR03114	hypoth_equivalog	708	csf1		CRISPR type AFERR-associated protein Csf1
ahcY	TIGR00936	equivalog	109	ahcY	3.3.1.1	adenosylhomocysteinase
sulfur_SfnB	TIGR04022	equivalog	106		1.-.-.-	sulfur acquisition oxidoreductase, SfnB family
III_secr_ATP	TIGR02546	equivalog	187		3.6.3.14	type III secretion apparatus H+-transporting two-sector ATPase
mtaA_cmuA	TIGR01463	subfamily	0		2.1.1.-	methyltransferase, MtaA/CmuA family
rplT_bact	TIGR01032	equivalog	158	rplT		ribosomal protein L20
Veg_Stor_Prot	TIGR01680	equivalog	0			vegetative storage protein
rpoA	TIGR02027	equivalog	135	rpoA	2.7.7.6	DNA-directed RNA polymerase, alpha subunit
ispH_lytB	TIGR00216	equivalog	76	ispH	1.17.1.2	4-hydroxy-3-methylbut-2-enyl diphosphate reductase
oxalate_oxc	TIGR03254	equivalog	96	oxc	4.1.1.8	oxalyl-CoA decarboxylase
spore_II_D	TIGR02870	equivalog	705	spoIID		stage II sporulation protein D
rpoC2_cyan	TIGR02388	equivalog	135		2.7.7.6	DNA-directed RNA polymerase, beta'' subunit
dctM	TIGR00786	subfamily	144			TRAP transporter, DctM subunit
lipB	TIGR00214	equivalog	140	lipB	2.3.1.181	lipoyl(octanoyl) transferase
TIGR03847	TIGR03847	subfamily	0			conserved hypothetical protein
TIGR01210	TIGR01210	hypoth_equivalog	156			TIGR01210 family protein
target_X_rSAM	TIGR03995	hypoth_equivalog	0			putative rSAM target protein, CGCGG family
spore_IV_A	TIGR02836	equivalog	705	spoIVA		stage IV sporulation protein A
PPOX_MSMEG_5819	TIGR04023	hypoth_equivalog	703		1.-.-.-	PPOX class probable F420-dependent enzyme, MSMEG_5819 family
TIGR00357	TIGR00357	equivalog_domain	149	msrB	1.8.4.-	methionine-R-sulfoxide reductase
argP	TIGR03298	subfamily	261	argP		transcriptional regulator, ArgP family
cit_synth_I	TIGR01798	equivalog	120	gltA	2.3.3.1	citrate (Si)-synthase
mycoS_dep_FDH	TIGR03451	equivalog	96		1.2.1.66	mycothiol-dependent formaldehyde dehydrogenase
AblA_like_2	TIGR03822	hypoth_equivalog	0		5.4.3.-	lysine-2,3-aminomutase-related protein
PhnP	TIGR03307	equivalog	0	phnP		phosphonate metabolism protein PhnP
cyt_nit_nrfC	TIGR03149	equivalog	112	nrfC	1.7.2.2	cytochrome c nitrite reductase, Fe-S protein
NAD_NadX	TIGR03855	equivalog	0	nadX	1.4.1.21	aspartate dehydrogenase
dprA	TIGR00732	equivalog	98	dprA		DNA protecting protein DprA
arg_catab_astD	TIGR03240	equivalog	109	astD	1.2.1.71	succinylglutamic semialdehyde dehydrogenase
ectoine_EctA	TIGR02406	equivalog	149	ectA	2.3.1.178	diaminobutyrate acetyltransferase
ABC_perm_GldF	TIGR03518	equivalog	0	gldF		gliding motility-associated ABC transporter permease protein GldF
TraE_TIGR	TIGR02761	equivalog	0	traE		type IV conjugative transfer system protein TraE
glgD	TIGR02092	equivalog	105	glgD	2.7.7.27	glucose-1-phosphate adenylyltransferase, GlgD subunit
UTase_glnD	TIGR01693	equivalog	263	glnD	2.7.7.59	protein-P-II uridylyltransferase
gcvH	TIGR00527	equivalog	109	gcvH		glycine cleavage system H protein
nifT_nitrog	TIGR02934	equivalog	0	nifT		probable nitrogen fixation protein FixT
HMG_CoA_syn_Arc	TIGR00748	equivalog	176		2.3.3.10	putative hydroxymethylglutaryl-CoA synthase
TIGR03546	TIGR03546	subfamily	0			TIGR03546 family protein
cas_csf3	TIGR03116	hypoth_equivalog	708	csf3		CRISPR type AFERR-associated protein Csf3
caca2	TIGR00846	superfamily	145	chaA		calcium/proton exchanger
TIGR00341	TIGR00341	hypoth_equivalog	156			TIGR00341 family protein
staph_tand_hypo	TIGR01741	subfamily	0			conserved hypothetical protein
YdfZ_fam	TIGR03318	hypoth_equivalog	157	ydfZ		putative selenium-binding protein YdfZ
SASP_tlp	TIGR03090	equivalog	705	tlp		small, acid-soluble spore protein tlp
alt_F1F0_F0_C	TIGR03322	exception	0			alternate F1F0 ATPase, F0 subunit C
PS_II_psbV2	TIGR03046	equivalog	164	psbV2		photosystem II cytochrome PsbV2
hisA_euk	TIGR02129	equivalog	161	hisA	5.3.1.16	phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase
half-pint	TIGR01645	subfamily	0			poly-U binding splicing factor, half-pint family
sigma70-ECF	TIGR02937	superfamily	0			RNA polymerase sigma factor, sigma-70 family
salvage_mtnW	TIGR03332	equivalog	106	mtnW	5.3.2.-	2,3-diketo-5-methylthiopentyl-1-phosphate enolase
nickel_nikE	TIGR02769	equivalog	145	nikE	3.6.3.24	nickel import ATP-binding protein NikE
hscB	TIGR00714	equivalog	95	hscB		Fe-S protein assembly co-chaperone HscB
ICE_RAQPRD	TIGR01690	hypoth_equivalog	186			integrative conjugative element protein, RAQPRD family
met_CoM_red_alp	TIGR03256	equivalog	159	mcrA	2.8.4.1	methyl-coenzyme M reductase, alpha subunit
TIGR00045	TIGR00045	subfamily	184		2.7.1.31	glycerate kinase
HMG-CoA-S_prok	TIGR01835	equivalog	0		2.3.3.10	hydroxymethylglutaryl-CoA synthase
urea_trans_UrtC	TIGR03408	equivalog	142	urtC		urea ABC transporter, permease protein UrtC
dapB_plant	TIGR02130	equivalog	71	dapB	1.3.1.26	dihydrodipicolinate reductase
lipo_e_P4	TIGR01533	equivalog	163			5'-nucleotidase, lipoprotein e(P4) family
asp_carb_tr	TIGR00670	equivalog	126	pyrB	2.1.3.2	aspartate carbamoyltransferase
acr3	TIGR00832	equivalog	143	arsB		arsenical-resistance protein
mreB	TIGR00904	subfamily	89			cell shape determining protein, MreB/Mrl family
sulfatase_rSAM	TIGR03942	equivalog	140		1.1.99.-	anaerobic sulfatase maturase
cas_csx14	TIGR03642	hypoth_equivalog_domain	0			CRISPR-associated protein, Csx14 family
redox_disulf_1	TIGR00411	hypoth_equivalog	157			redox-active disulfide protein 1
dnd_assoc_2	TIGR03237	equivalog	183	dptH		DNA phosphorothioation-dependent restriction protein DptH
methan_mark_12	TIGR03281	hypoth_equivalog	159			putative methanogenesis marker protein 12
carotene-cycl	TIGR01790	subfamily	0			lycopene cyclase family protein
argB	TIGR00761	equivalog_domain	73	argB	2.7.2.8	acetylglutamate kinase
phge_rel_HI1409	TIGR01555	hypoth_equivalog	152			phage-associated protein, HI1409 family
thiQ	TIGR01277	equivalog	147	thiQ		thiamine ABC transporter, ATP-binding protein
allantoinase	TIGR03178	equivalog	0	allB	3.5.2.5	allantoinase
thio_ybgC	TIGR02799	equivalog	0	ybgC	3.1.2.-	tol-pal system-associated acyl-CoA thioesterase
PS_II_CP47	TIGR03039	equivalog	164	psbB		photosystem II chlorophyll-binding protein CP47
glmU	TIGR01173	equivalog	100	glmU	2.7.7.23 2.3.1.1	UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase
hisC	TIGR01141	equivalog	161	hisC	2.6.1.9	histidinol-phosphate transaminase
cas4	TIGR00372	equivalog	708	cas4		CRISPR-associated protein Cas4
Q_tRNA_tgt	TIGR00430	equivalog	168	tgt	2.4.2.29	queuine tRNA-ribosyltransferase
PS_antenn_a_b	TIGR03041	subfamily	164			chlorophyll a/b binding light-harvesting protein
pilus_B_mal_scr	TIGR02520	equivalog	97			type IVB pilus formation outer membrane protein, R64 PilN family
ruvC	TIGR00228	equivalog	132	ruvC	3.1.22.4	crossover junction endodeoxyribonuclease RuvC
recQ_fam	TIGR00614	subfamily	132		3.6.4.12	ATP-dependent DNA helicase, RecQ family
SipD_IpaD_SspD	TIGR02553	equivalog	0			type III effector protein IpaD/SipD/SspD
2A0601	TIGR00914	subfamily	145	czcA		heavy metal efflux pump, CzcA family
cas1_NMENI	TIGR03639	exception	0	cas1		CRISPR-associated endonuclease Cas1, subtype II/NMENI
srtB_sig_QVPTGV	TIGR03065	subfamily_domain	0			sortase B signal domain, QVPTGV class
tigrfam_recA	TIGR02012	equivalog	132	recA		protein RecA
cytochrome_MoxG	TIGR03872	equivalog	112	moxG		cytochrome c(L), periplasmic
DapE-ArgE	TIGR01910	subfamily	138		3.4.-.-	peptidase, ArgE/DapE family
trpE_proteo	TIGR00565	equivalog	70	trpE	4.1.3.27	anthranilate synthase component I
TIGR00252	TIGR00252	hypoth_equivalog	156			TIGR00252 family protein
rpsS_bact	TIGR01050	equivalog	158	rpsS		ribosomal protein S19
methan_mark_4	TIGR03270	hypoth_equivalog	159			putative methanogen marker protein 4
rmlD	TIGR01214	equivalog	90	rfbD	1.1.1.133	dTDP-4-dehydrorhamnose reductase
PCC	TIGR00864	subfamily_domain	0	PCC		polycystin cation channel protein
SPP_plant-cyano	TIGR01485	equivalog	0	SPP	3.1.3.24	sucrose phosphatase
holA	TIGR01128	equivalog	132	holA	2.7.7.7	DNA polymerase III, delta subunit
pdxJ	TIGR00559	equivalog	84	pdxJ	2.6.99.2	pyridoxine 5'-phosphate synthase
salvage_mtnB	TIGR03328	equivalog	71	mtnB	4.2.-.-	methylthioribulose-1-phosphate dehydratase
cas_Csy3	TIGR02566	hypoth_equivalog	708	csy3		CRISPR type I-F/YPEST-associated protein Csy3
oc_CLOSPO_01332	TIGR04067	equivalog	0			putative bacteriocin precursor, CLOSPO_01332 family
cmk	TIGR00017	equivalog	124	cmk	2.7.4.14	cytidylate kinase
ccoS	TIGR00847	equivalog	140	ccoS		cytochrome oxidase maturation protein, cbb3-type
TIGR02243	TIGR02243	hypoth_equivalog	152			conserved hypothetical protein
hacA_fam	TIGR01343	subfamily	0			homoaconitate hydratase family protein
trpG_papA	TIGR00566	subfamily	0			glutamine amidotransferase of anthranilate synthase or aminodeoxychorismate synthase
GlrX_arch	TIGR02187	hypoth_equivalog	0			Glutaredoxin-like domain protein
UbiB	TIGR01982	equivalog	81	ubiB	1.14.13.-	2-polyprenylphenol 6-hydroxylase
DEAH_box_HrpA	TIGR01967	equivalog	703	hrpA		ATP-dependent helicase HrpA
PhnH_redo	TIGR03292	equivalog	0	phnH		phosphonate C-P lyase system protein PhnH
RhaS	TIGR02637	equivalog	0	rhaS		rhamnose ABC transporter, rhamnose-binding protein
ATP_synt_b	TIGR01144	equivalog	111	atpF	3.6.3.14	ATP synthase F0, B subunit
ocin_ACP_rel	TIGR04069	hypoth_equivalog	94			peptide maturation system acyl carrier-related protein
TIGR00089	TIGR00089	subfamily	0		2.1.1.- 2.8.1.-	radical SAM methylthiotransferase, MiaB/RimO family
trp_arylform	TIGR03035	equivalog	109	kynB	3.5.1.9	arylformamidase
fliR	TIGR01400	equivalog	188	fliR		flagellar biosynthetic protein FliR
arch_pth2	TIGR00283	equivalog	136	pth2	3.1.1.29	peptidyl-tRNA hydrolase
spore_II_R	TIGR02837	equivalog	705	spoIIR		stage II sporulation protein R
ung	TIGR00628	equivalog	132	ung	3.2.2.-	uracil-DNA glycosylase
vsr	TIGR00632	subfamily	132	vsr	3.1.-.-	DNA mismatch endonuclease Vsr
vnfG_nitrog	TIGR02930	equivalog	179	vnfG	1.18.6.1	V-containing nitrogenase, delta subunit
M3_not_pepF	TIGR02289	subfamily	0		3.4.24.-	oligoendopeptidase, M3 family
mraY	TIGR00445	equivalog	89	mraY	2.7.8.13	phospho-N-acetylmuramoyl-pentapeptide-transferase
prismane_assoc	TIGR03980	subfamily_domain	112			hydrid cluster protein-associated redox disulfide domain
LGT_TIGR03299	TIGR03299	subfamily	708			phage/plasmid-related protein TIGR03299
fa_ox_alpha_mit	TIGR02441	equivalog	0		4.2.1.17 1.1.1.3	fatty acid oxidation complex, alpha subunit, mitochondrial
YloV	TIGR03599	subfamily	0			DAK2 domain fusion protein YloV
NrdG2	TIGR02495	equivalog	140		1.97.-.-	anaerobic ribonucleoside-triphosphate reductase activating protein
2a6301s02	TIGR00943	subfamily	145	nha		monovalent cation:proton antiporter
cas_Cmr5	TIGR01881	hypoth_equivalog	708	cmr5		CRISPR type III-B/RAMP module-associated protein Cmr5
GTPase_EngA	TIGR03594	equivalog	136	engA		ribosome-associated GTPase EngA
CP_lyasePhnL	TIGR02324	equivalog	0	phnL		phosphonate C-P lyase system protein PhnL
hmgA	TIGR01015	equivalog	109	hmgA	1.13.11.5	homogentisate 1,2-dioxygenase
guanyl_kin	TIGR03263	equivalog	124	gmk	2.7.4.8	guanylate kinase
Cu_nitrite_red	TIGR02376	equivalog	160	nirK	1.7.2.1	nitrite reductase, copper-containing
primase_Cterm	TIGR01613	subfamily_domain	152			phage/plasmid primase, P4 family, C-terminal domain
rplO_bact	TIGR01071	equivalog	158	rplO		ribosomal protein L15
dnlj	TIGR00575	equivalog	132	ligA	6.5.1.2	DNA ligase, NAD-dependent
chap_CCT_beta	TIGR02341	equivalog	0			T-complex protein 1, beta subunit
arg_catab_astC	TIGR03246	subfamily	109	astC	2.6.1.81	succinylornithine transaminase family
lipid_A_htrB	TIGR02207	subfamily	90	lpxL	2.3.1.-	lipid A biosynthesis lauroyl (or palmitoleoyl) acyltransferase
TIGR02448	TIGR02448	subfamily_domain	0			conserverd hypothetical protein
butyr_kinase	TIGR02707	equivalog	114	buk	2.7.2.7	butyrate kinase
phage_tail_L	TIGR01600	equivalog	152			phage minor tail protein L
argR_whole	TIGR01529	equivalog	261	argR		arginine repressor
thi_PPkinase	TIGR01378	equivalog	162		2.7.6.2	thiamine pyrophosphokinase
FlgB	TIGR01396	equivalog	188	flgB		flagellar basal-body rod protein FlgB
pyrrolys_PylC	TIGR03909	equivalog	69	pylC		pyrrolysine biosynthesis protein PylC
pepN_strep_liv	TIGR02412	equivalog	0	pepN	3.4.11.2	aminopeptidase N
3a0107s02c	TIGR00974	equivalog	143	pstA		phosphate ABC transporter, permease protein PstA
phage_lambda_G	TIGR01674	equivalog	152			phage minor tail protein G
rho	TIGR00767	equivalog	165	rho	3.6.4.-	transcription termination factor Rho
menB	TIGR01929	equivalog	81	menB	4.1.3.36	naphthoate synthase
malonate_madM	TIGR00808	equivalog	144	madM		malonate transporter, MadM subunit
npdG	TIGR01915	equivalog	112	npdG		NADPH-dependent F420 reductase
TIGR00242	TIGR00242	hypoth_equivalog	157	mraZ		protein MraZ
bisphos_cysQ	TIGR01331	equivalog	106	cysQ	3.1.3.7	3'(2'),5'-bisphosphate nucleotidase
acyl_carrier	TIGR00517	equivalog	176	acpP		acyl carrier protein
matur_matur	TIGR03853	hypoth_equivalog	0			probable metal-binding protein
PA_CoA_ligase	TIGR02155	equivalog	184	paaF	6.2.1.30	phenylacetate-CoA ligase
TIGR00003	TIGR00003	subfamily_domain	145			copper ion binding protein
phageshock_pspB	TIGR02976	equivalog	149	pspB		phage shock protein B
spore_III_AA	TIGR02858	equivalog	705	spoIIIAA		stage III sporulation protein AA
pcaI_scoA_fam	TIGR02429	subfamily	0		2.8.3.-	3-oxoacid CoA-transferase, A subunit
PDHac_trf_mito	TIGR01349	equivalog	118		2.3.1.12	pyruvate dehydrogenase complex dihydrolipoamide acetyltransferase
cyc_pep_trnsptr	TIGR01194	subfamily	147			cyclic peptide transporter
exosortase_3	TIGR03763	equivalog	0	xrtC		exosortase, cyanobacterial variant
glgA	TIGR02095	subfamily	105	glgA	2.4.1.21	glycogen/starch synthases, ADP-glucose type
phage_chp_gp8	TIGR02215	hypoth_equivalog	152			phage conserved hypothetical protein, phiE125 gp8 family
pyrC_dimer	TIGR00856	equivalog	126	pyrC	3.5.2.3	dihydroorotase, homodimeric type
Planc_TIGR03067	TIGR03067	domain	157			Planctomycetes uncharacterized domain TIGR03067
met_pdase_I	TIGR00500	equivalog	140	map	3.4.11.18	methionine aminopeptidase, type I
tail_comp_S	TIGR01635	equivalog	152			phage virion morphogenesis protein
L37a	TIGR00280	equivalog	158	rpl37A		ribosomal protein L37a
PylS_Cterm	TIGR02367	equivalog_domain	137	pylS	6.1.1.26	pyrrolysine--tRNA ligase, C-terminal region
Fe_only_hydrog	TIGR02512	subfamily	0		1.12.-.-	hydrogenase, Fe-only
fabG_rel	TIGR01831	hypoth_equivalog	176			putative 3-oxoacyl-(acyl-carrier-protein) reductase
F420_Rv1855c	TIGR03560	subfamily	703			probable F420-dependent oxidoreductase, Rv1855c family
HrpE_YscL_not	TIGR02499	equivalog	187			type III secretion apparatus protein, HrpE/YscL family
gatC_rel	TIGR01827	equivalog	0			putative Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase, subunit C
TIGR01212	TIGR01212	hypoth_equivalog	703			radical SAM protein, TIGR01212 family
mycofactocin	TIGR03969	equivalog	0	mftA		mycofactocin precursor
trp	TIGR00870	subfamily	145	trp		transient-receptor-potential calcium channel protein
his_9_proposed	TIGR02067	subfamily	161	hisN		histidinol-phosphate phosphatase HisN
integ_TIGR01906	TIGR01906	hypoth_equivalog	0			integral membrane protein TIGR01906
S7_S5_E_A	TIGR01028	equivalog	158	rpsG		ribosomal protein S7
Arch_glmU	TIGR03992	subfamily	0	glmU	2.7.7.23 2.3.1.1	UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase
chol_sulf_TF	TIGR03418	hypoth_equivalog	0			putative choline sulfate-utilization transcription factor
cyc_hxne_CoA_dh	TIGR03207	equivalog	0	aliB	1.1.1.-	cyclohexanecarboxyl-CoA dehydrogenase
cas_Csa5	TIGR01878	hypoth_equivalog	708	csa5		CRISPR type I-A/APERN-associated protein Csa5
phn_lysR	TIGR03339	subfamily	0			aminoethylphosphonate catabolism associated LysR family transcriptional regulator
rSAM_for_selen	TIGR04082	hypoth_equivalog	0			peptide modification radical SAM enzyme, GSU_1560 family
TIGR00053	TIGR00053	subfamily	149			addiction module toxin component, YafQ family
crt_membr	TIGR03459	hypoth_equivalog	0			carotene biosynthesis associated membrane protein
TonB-tbp-lbp	TIGR01776	subfamily	182			TonB-dependent lactoferrin and transferrin receptors
TIGR04097	TIGR04097	hypoth_equivalog	0			integral membrane protein, TIGR04097 family
cyt_deam_tetra	TIGR01354	equivalog	127	cdd	3.5.4.5	cytidine deaminase
GldN	TIGR03523	subfamily	0	gldN		gliding motility associated protien GldN
TIGR02453	TIGR02453	subfamily_domain	0			TIGR02453 family protein
aconitase_mito	TIGR01340	equivalog	120		4.2.1.3	aconitate hydratase, mitochondrial
B_thiol_YtxJ	TIGR04019	hypoth_equivalog	703	ytxJ		bacillithiol system protein YtxJ
MocE_fam_FeS	TIGR02377	subfamily	0			Rieske [2Fe-2S] domain protein, MocE subfamily
SAM_YgiQ	TIGR03904	hypoth_equivalog	703			uncharacterized radical SAM protein YgiQ
TIGR00376	TIGR00376	hypoth_equivalog	132		3.6.4.12	putative DNA helicase
cas_Cas5t	TIGR01895	hypoth_equivalog	708	cas5		CRISPR-associated protein Cas5, subtype I-B/TNEAP
KDO8P_synth	TIGR01362	equivalog	90	kdsA	2.5.1.55	3-deoxy-8-phosphooctulonate synthase
actino_creatin	TIGR03964	hypoth_equivalog	703	mftE		creatinine amidohydrolase family protein, mycofactocin system
activase_YjjW	TIGR04041	hypoth_equivalog	140	yjjW	1.97.1.-	glycine radical enzyme activase, YjjW family
MotA1	TIGR03818	equivalog	0	motA		flagellar motor stator protein MotA
met_CoM_red_gam	TIGR03259	equivalog	159	mcrG	2.8.4.1	methyl-coenzyme M reductase, gamma subunit
TrbL_P	TIGR02783	equivalog	702	trbL		P-type conjugative transfer protein TrbL
TIGR00729	TIGR00729	equivalog	132	rnhB	3.1.26.4	ribonuclease HII
cas_Csc2	TIGR03157	hypoth_equivalog	708	csc2		CRISPR type I-D/CYANO-associated protein Csc2
2A0604s01	TIGR00916	subfamily	97			protein-export membrane protein, SecD/SecF family
gidA	TIGR00136	equivalog	168	gidA		tRNA uridine 5-carboxymethylaminomethyl modification enzyme GidA
chap_CCT_eta	TIGR02345	equivalog	0			T-complex protein 1, eta subunit
ATPsyn_F1gamma	TIGR01146	equivalog	111	atpG	3.6.3.14	ATP synthase F1, gamma subunit
apsK	TIGR00455	equivalog_domain	106	cysC	2.7.1.25	adenylylsulfate kinase
ExbD_2	TIGR02804	equivalog	0	expD		TonB system transport protein ExbD
cobA_cysG_Cterm	TIGR01469	equivalog_domain	79	cobA	2.1.1.107	uroporphyrinogen-III C-methyltransferase
P5CS	TIGR01092	equivalog	73			delta l-pyrroline-5-carboxylate synthetase
TIGR00145	TIGR00145	subfamily	157			FTR1 family protein
trpA	TIGR00262	equivalog	70	trpA	4.2.1.20	tryptophan synthase, alpha subunit
sucrsPsyn_pln	TIGR02468	equivalog	0		2.4.1.14	sucrose phosphate synthase
proB	TIGR01027	equivalog_domain	73	proB	2.7.2.11	glutamate 5-kinase
Sig70_famx1	TIGR02943	hypoth_equivalog	0			RNA polymerase sigma-70 factor, TIGR02943 family
acid_CoA_mut_C	TIGR00640	subfamily_domain	0			methylmalonyl-CoA mutase C-terminal domain
sidero_Fe_reduc	TIGR03950	hypoth_equivalog	145		1.-.-.-	siderophore ferric iron reductase, AHA_1954 family
nirD_assim_sml	TIGR02378	equivalog_domain	160	nirD	1.7.1.4	nitrite reductase [NAD(P)H], small subunit
PNPH	TIGR01700	equivalog	127		2.4.2.1	purine nucleoside phosphorylase I, inosine and guanosine-specific
pfkB	TIGR03828	equivalog	0	pfkB	2.7.1.56	1-phosphofructokinase
parC_Gpos	TIGR01061	equivalog	132	parC	5.99.1.-	DNA topoisomerase IV, A subunit
SusC_RagA_signa	TIGR04057	signature	0			TonB-dependent outer membrane receptor, SusC/RagA subfamily, signature region
ftsA	TIGR01174	equivalog	93	ftsA		cell division protein FtsA
PBP_1b	TIGR02071	equivalog	89	mrcB		penicillin-binding protein 1B
RutG	TIGR03616	equivalog	0	rutG		pyrimidine utilization transport protein G
TIGR00161	TIGR00161	hypoth_equivalog	156			TIGR00161 family protein
S_layer_rel_Mac	TIGR01567	subfamily_domain	91			S-layer-related duplication domain
secD	TIGR01129	equivalog_domain	97	secD		protein-export membrane protein SecD
